Emp ID,satisfaction_level,number_project,average_montly_hours,motivation,motivation_A1,motivation_A2,motivation_A3,motivation_A4,motivation_A5,motivation_A6,motivation_A7,motivation_A8
5549,0.21,5,226,0.466,0.466,0.516,0.4427,0,0.566,0.496,0.516,0.546
5550,0.81,4,242,0.722,0.722,0.772,0.7942,0,0.822,0.792,0.772,0.742
5551,0.38,3,173,0.5095,0.5095,0.5595,0.484025,0,0.5395,0.5395,0.5595,0.5295
5552,0.67,5,167,0.6855,0.6855,0.7355,0.75405,0,0.7155,0.7155,0.7355,0.7655
5553,0.87,4,256,0.731,0.731,0.781,0.8041,0,0.831,0.801,0.781,0.751
5554,0.85,2,229,0.7215,0.7215,0.7715,0.79365,0,0.8215,0.7915,0.7715,0.7415
5555,0.52,5,176,0.624,0.624,0.674,0.6864,0,0.654,0.654,0.674,0.704
5556,0.9,3,133,0.7095,0.7095,0.7595,0.78045,0,0.7395,0.7795,0.7595,0.7295
5557,0.85,5,203,0.8205,0.8205,0.8705,0.90255,0,0.8505,0.8905,0.8705,0.9005
5558,0.77,3,210,0.73,0.73,0.78,0.803,0,0.76,0.8,0.78,0.75
5559,0.61,4,198,0.682,0.682,0.732,0.7502,0,0.712,0.712,0.732,0.702
5560,0.74,3,175,0.6925,0.6925,0.7425,0.76175,0,0.7225,0.7625,0.7425,0.7125
5561,0.56,5,245,0.6125,0.6125,0.6625,0.67375,0,0.7125,0.6425,0.6625,0.6925
5562,0.28,4,102,0.373,0.373,0.423,0.35435,0,0.403,0.403,0.423,0.393
5563,0.86,2,192,0.758,0.758,0.808,0.8338,0,0.788,0.828,0.808,0.778
5564,0.63,4,160,0.635,0.635,0.685,0.6985,0,0.665,0.665,0.685,0.655
5565,0.85,3,211,0.7685,0.7685,0.8185,0.84535,0,0.7985,0.8385,0.8185,0.7885
5566,0.84,6,261,0.7485,0.7485,0.7985,0.82335,0,0.8485,0.8185,0.7985,0.8285
5567,0.98,4,191,0.8565,0.8565,0.9065,0.94215,0,0.8865,0.9265,0.9065,0.8765
5568,0.51,5,225,0.6175,0.6175,0.6675,0.67925,0,0.7175,0.6475,0.6675,0.6975
5569,0.71,4,157,0.6705,0.6705,0.7205,0.73755,0,0.7005,0.7405,0.7205,0.6905
5570,0.88,3,248,0.728,0.728,0.778,0.8008,0,0.828,0.798,0.778,0.748
5571,0.16,2,159,0.3585,0.3585,0.4085,0.340575,0,0.3885,0.3885,0.4085,0.3785
5572,0.98,4,254,0.789,0.789,0.839,0.8679,0,0.889,0.859,0.839,0.809
5573,0.81,3,203,0.7605,0.7605,0.8105,0.83655,0,0.7905,0.8305,0.8105,0.7805
5574,0.17,2,126,0.314,0.314,0.364,0.2983,0,0.344,0.344,0.364,0.334
5575,0.22,6,212,0.512,0.512,0.562,0.4864,0,0.542,0.542,0.562,0.592
5576,0.67,5,225,0.6975,0.6975,0.7475,0.76725,0,0.7975,0.7275,0.7475,0.7775
5577,0.72,5,193,0.7495,0.7495,0.7995,0.82445,0,0.7795,0.8195,0.7995,0.8295
5578,0.67,3,147,0.6155,0.6155,0.6655,0.67705,0,0.6455,0.6455,0.6655,0.6355
5579,0.47,2,156,0.509,0.509,0.559,0.48355,0,0.539,0.539,0.559,0.529
5580,0.51,3,234,0.564,0.564,0.614,0.5358,0,0.664,0.594,0.614,0.584
5581,0.88,5,246,0.771,0.771,0.821,0.8481,0,0.871,0.841,0.821,0.851
5582,0.48,4,231,0.5735,0.5735,0.6235,0.544825,0,0.6735,0.6035,0.6235,0.5935
5583,0.66,4,209,0.6965,0.6965,0.7465,0.76615,0,0.7265,0.7265,0.7465,0.7165
5584,0.58,3,144,0.566,0.566,0.616,0.5377,0,0.596,0.596,0.616,0.586
5585,0.23,2,234,0.404,0.404,0.454,0.3838,0,0.504,0.434,0.454,0.424
5586,0.86,5,230,0.785,0.785,0.835,0.8635,0,0.885,0.855,0.835,0.865
5587,0.81,2,156,0.679,0.679,0.729,0.7469,0,0.709,0.749,0.729,0.699
5588,0.75,6,138,0.702,0.702,0.752,0.7722,0,0.732,0.772,0.752,0.782
5589,0.49,2,233,0.5355,0.5355,0.5855,0.508725,0,0.6355,0.5655,0.5855,0.5555
5590,0.31,3,262,0.422,0.422,0.472,0.4009,0,0.522,0.452,0.472,0.442
5591,0.83,6,215,0.8125,0.8125,0.8625,0.89375,0,0.8425,0.8825,0.8625,0.8925
5592,0.7,4,227,0.6895,0.6895,0.7395,0.75845,0,0.7895,0.7195,0.7395,0.7095
5593,0.49,3,199,0.6035,0.6035,0.6535,0.66385,0,0.6335,0.6335,0.6535,0.6235
5594,0.57,3,238,0.588,0.588,0.638,0.5586,0,0.688,0.618,0.638,0.608
5595,0.37,6,100,0.455,0.455,0.505,0.43225,0,0.485,0.485,0.505,0.535
5596,0.69,3,179,0.6735,0.6735,0.7235,0.74085,0,0.7035,0.7035,0.7235,0.6935
5597,0.62,4,107,0.5505,0.5505,0.6005,0.522975,0,0.5805,0.5805,0.6005,0.5705
5598,0.5,4,274,0.519,0.519,0.569,0.49305,0,0.619,0.549,0.569,0.539
5599,0.81,4,272,0.677,0.677,0.727,0.7447,0,0.777,0.747,0.727,0.697
5600,0.2,6,264,0.424,0.424,0.474,0.4028,0,0.524,0.454,0.474,0.504
5601,0.22,2,255,0.3675,0.3675,0.4175,0.349125,0,0.4675,0.3975,0.4175,0.3875
5602,0.63,5,215,0.6925,0.6925,0.7425,0.76175,0,0.7225,0.7225,0.7425,0.7725
5603,0.68,3,156,0.634,0.634,0.684,0.6974,0,0.664,0.664,0.684,0.654
5604,0.52,3,146,0.539,0.539,0.589,0.51205,0,0.569,0.569,0.589,0.559
5605,0.22,6,217,0.5045,0.5045,0.5545,0.479275,0,0.5345,0.5345,0.5545,0.5845
5606,0.51,3,206,0.606,0.606,0.656,0.6666,0,0.636,0.636,0.656,0.626
5607,0.66,4,239,0.6515,0.6515,0.7015,0.71665,0,0.7515,0.6815,0.7015,0.6715
5608,0.26,2,232,0.422,0.422,0.472,0.4009,0,0.522,0.452,0.472,0.442
5609,0.42,3,160,0.51,0.51,0.56,0.4845,0,0.54,0.54,0.56,0.53
5610,0.86,5,237,0.7745,0.7745,0.8245,0.85195,0,0.8745,0.8445,0.8245,0.8545
5611,0.52,3,162,0.563,0.563,0.613,0.53485,0,0.593,0.593,0.613,0.583
5612,0.95,3,138,0.742,0.742,0.792,0.8162,0,0.772,0.812,0.792,0.762
5613,0.63,2,228,0.613,0.613,0.663,0.6743,0,0.713,0.643,0.663,0.633
5614,1,3,151,0.7865,0.7865,0.8365,0.86515,0,0.8165,0.8565,0.8365,0.8065
5615,0.54,3,169,0.5835,0.5835,0.6335,0.554325,0,0.6135,0.6135,0.6335,0.6035
5616,0.9,3,147,0.7305,0.7305,0.7805,0.80355,0,0.7605,0.8005,0.7805,0.7505
5617,0.49,6,205,0.6575,0.6575,0.7075,0.72325,0,0.6875,0.6875,0.7075,0.7375
5618,0.81,3,140,0.675,0.675,0.725,0.7425,0,0.705,0.745,0.725,0.695
5619,0.5,4,150,0.555,0.555,0.605,0.52725,0,0.585,0.585,0.605,0.575
5620,0.7,4,191,0.7165,0.7165,0.7665,0.78815,0,0.7465,0.7465,0.7665,0.7365
5621,0.5,4,150,0.555,0.555,0.605,0.52725,0,0.585,0.585,0.605,0.575
5622,0.98,2,255,0.7475,0.7475,0.7975,0.82225,0,0.8475,0.8175,0.7975,0.7675
5623,0.86,3,230,0.745,0.745,0.795,0.8195,0,0.845,0.815,0.795,0.765
5624,0.93,3,202,0.822,0.822,0.872,0.9042,0,0.852,0.892,0.872,0.842
5625,0.62,3,180,0.64,0.64,0.69,0.704,0,0.67,0.67,0.69,0.66
5626,0.64,3,179,0.6485,0.6485,0.6985,0.71335,0,0.6785,0.6785,0.6985,0.6685
5627,0.66,4,198,0.707,0.707,0.757,0.7777,0,0.737,0.737,0.757,0.727
5628,0.65,4,267,0.6045,0.6045,0.6545,0.66495,0,0.7045,0.6345,0.6545,0.6245
5629,0.89,3,166,0.754,0.754,0.804,0.8294,0,0.784,0.824,0.804,0.774
5630,0.77,4,162,0.708,0.708,0.758,0.7788,0,0.738,0.778,0.758,0.728
5631,0.4,4,128,0.472,0.472,0.522,0.4484,0,0.502,0.502,0.522,0.492
5632,0.36,4,114,0.431,0.431,0.481,0.40945,0,0.461,0.461,0.481,0.451
5633,0.3,2,104,0.346,0.346,0.396,0.3287,0,0.376,0.376,0.396,0.366
5634,0.9,4,139,0.7385,0.7385,0.7885,0.81235,0,0.7685,0.8085,0.7885,0.7585
5635,0.23,5,214,0.494,0.494,0.544,0.4693,0,0.524,0.524,0.544,0.574
5636,0.24,2,175,0.4225,0.4225,0.4725,0.401375,0,0.4525,0.4525,0.4725,0.4425
5637,0.98,4,175,0.8325,0.8325,0.8825,0.91575,0,0.8625,0.9025,0.8825,0.8525
5638,0.49,2,186,0.564,0.564,0.614,0.5358,0,0.594,0.594,0.614,0.584
5639,0.23,3,139,0.3835,0.3835,0.4335,0.364325,0,0.4135,0.4135,0.4335,0.4035
5640,0.79,3,202,0.752,0.752,0.802,0.8272,0,0.782,0.822,0.802,0.772
5641,0.21,4,165,0.4325,0.4325,0.4825,0.410875,0,0.4625,0.4625,0.4825,0.4525
5642,0.38,5,238,0.533,0.533,0.583,0.50635,0,0.633,0.563,0.583,0.613
5643,0.17,4,179,0.4335,0.4335,0.4835,0.411825,0,0.4635,0.4635,0.4835,0.4535
5644,0.56,5,239,0.6215,0.6215,0.6715,0.68365,0,0.7215,0.6515,0.6715,0.7015
5645,0.97,5,195,0.8775,0.8775,0.9275,0.96525,0,0.9075,0.9475,0.9275,0.9575
5646,0.22,6,206,0.521,0.521,0.571,0.49495,0,0.551,0.551,0.571,0.601
5647,0.84,3,194,0.771,0.771,0.821,0.8481,0,0.801,0.841,0.821,0.791
5648,0.64,5,105,0.5775,0.5775,0.6275,0.548625,0,0.6075,0.6075,0.6275,0.6575
5649,0.78,5,256,0.706,0.706,0.756,0.7766,0,0.806,0.776,0.756,0.786
5650,0.23,6,110,0.4,0.4,0.45,0.38,0,0.43,0.43,0.45,0.48
5651,0.99,6,185,0.8925,0.8925,0.9425,0.98175,0,0.9225,0.9625,0.9425,0.9725
5652,0.15,4,255,0.3725,0.3725,0.4225,0.353875,0,0.4725,0.4025,0.4225,0.3925
5653,0.24,3,174,0.441,0.441,0.491,0.41895,0,0.471,0.471,0.491,0.461
5654,0.84,4,273,0.6905,0.6905,0.7405,0.75955,0,0.7905,0.7605,0.7405,0.7105
5655,0.82,2,248,0.678,0.678,0.728,0.7458,0,0.778,0.748,0.728,0.698
5656,0.17,3,286,0.316,0.316,0.366,0.3002,0,0.416,0.346,0.366,0.336
5657,0.72,5,248,0.688,0.688,0.738,0.7568,0,0.788,0.758,0.738,0.768
5658,0.86,3,234,0.739,0.739,0.789,0.8129,0,0.839,0.809,0.789,0.759
5659,0.75,3,162,0.678,0.678,0.728,0.7458,0,0.708,0.748,0.728,0.698
5660,0.93,5,272,0.757,0.757,0.807,0.8327,0,0.857,0.827,0.807,0.837
5661,0.75,3,260,0.645,0.645,0.695,0.7095,0,0.745,0.715,0.695,0.665
5662,0.45,3,151,0.5115,0.5115,0.5615,0.485925,0,0.5415,0.5415,0.5615,0.5315
5663,0.44,2,140,0.47,0.47,0.52,0.4465,0,0.5,0.5,0.52,0.49
5664,0.55,5,237,0.6195,0.6195,0.6695,0.68145,0,0.7195,0.6495,0.6695,0.6995
5665,0.78,5,252,0.712,0.712,0.762,0.7832,0,0.812,0.782,0.762,0.792
5666,0.5,4,178,0.597,0.597,0.647,0.56715,0,0.627,0.627,0.647,0.617
5667,0.96,4,268,0.758,0.758,0.808,0.8338,0,0.858,0.828,0.808,0.778
5668,0.72,5,244,0.694,0.694,0.744,0.7634,0,0.794,0.764,0.744,0.774
5669,0.77,3,225,0.7075,0.7075,0.7575,0.77825,0,0.8075,0.7775,0.7575,0.7275
5670,0.89,5,223,0.8105,0.8105,0.8605,0.89155,0,0.9105,0.8805,0.8605,0.8905
5671,0.58,4,149,0.5935,0.5935,0.6435,0.563825,0,0.6235,0.6235,0.6435,0.6135
5672,0.75,5,190,0.76,0.76,0.81,0.836,0,0.79,0.83,0.81,0.84
5673,0.77,4,167,0.7155,0.7155,0.7655,0.78705,0,0.7455,0.7855,0.7655,0.7355
5674,0.76,4,161,0.7015,0.7015,0.7515,0.77165,0,0.7315,0.7715,0.7515,0.7215
5675,0.87,4,218,0.788,0.788,0.838,0.8668,0,0.818,0.858,0.838,0.808
5676,0.95,3,212,0.817,0.817,0.867,0.8987,0,0.847,0.887,0.867,0.837
5677,0.73,3,150,0.65,0.65,0.7,0.715,0,0.68,0.72,0.7,0.67
5678,0.2,5,181,0.4715,0.4715,0.5215,0.447925,0,0.5015,0.5015,0.5215,0.5515
5679,0.55,3,120,0.515,0.515,0.565,0.48925,0,0.545,0.545,0.565,0.535
5680,0.21,3,229,0.4215,0.4215,0.4715,0.400425,0,0.5215,0.4515,0.4715,0.4415
5681,0.91,3,139,0.7235,0.7235,0.7735,0.79585,0,0.7535,0.7935,0.7735,0.7435
5682,0.61,4,151,0.6115,0.6115,0.6615,0.67265,0,0.6415,0.6415,0.6615,0.6315
5683,0.89,4,230,0.78,0.78,0.83,0.858,0,0.88,0.85,0.83,0.8
5684,0.65,4,193,0.6945,0.6945,0.7445,0.76395,0,0.7245,0.7245,0.7445,0.7145
5685,0.7,4,229,0.6865,0.6865,0.7365,0.75515,0,0.7865,0.7165,0.7365,0.7065
5686,0.79,3,222,0.722,0.722,0.772,0.7942,0,0.822,0.792,0.772,0.742
5687,0.99,3,200,0.855,0.855,0.905,0.9405,0,0.885,0.925,0.905,0.875
5688,0.52,4,134,0.541,0.541,0.591,0.51395,0,0.571,0.571,0.591,0.561
5689,0.71,3,219,0.6865,0.6865,0.7365,0.75515,0,0.7165,0.7565,0.7365,0.7065
5690,0.21,5,197,0.5005,0.5005,0.5505,0.475475,0,0.5305,0.5305,0.5505,0.5805
5691,0.4,3,283,0.4355,0.4355,0.4855,0.413725,0,0.5355,0.4655,0.4855,0.4555
5692,0.74,4,149,0.6735,0.6735,0.7235,0.74085,0,0.7035,0.7435,0.7235,0.6935
5693,0.79,4,161,0.7165,0.7165,0.7665,0.78815,0,0.7465,0.7865,0.7665,0.7365
5694,0.88,5,264,0.744,0.744,0.794,0.8184,0,0.844,0.814,0.794,0.824
5695,0.89,4,137,0.7305,0.7305,0.7805,0.80355,0,0.7605,0.8005,0.7805,0.7505
5696,0.61,3,144,0.581,0.581,0.631,0.55195,0,0.611,0.611,0.631,0.601
5697,0.48,4,105,0.4775,0.4775,0.5275,0.453625,0,0.5075,0.5075,0.5275,0.4975
5698,0.81,6,196,0.819,0.819,0.869,0.9009,0,0.849,0.889,0.869,0.899
5699,0.71,3,250,0.64,0.64,0.69,0.704,0,0.74,0.71,0.69,0.66
5700,0.92,3,253,0.7405,0.7405,0.7905,0.81455,0,0.8405,0.8105,0.7905,0.7605
5701,0.99,4,199,0.8735,0.8735,0.9235,0.96085,0,0.9035,0.9435,0.9235,0.8935
5702,0.74,6,130,0.685,0.685,0.735,0.7535,0,0.715,0.755,0.735,0.765
5703,1,3,257,0.7745,0.7745,0.8245,0.85195,0,0.8745,0.8445,0.8245,0.7945
5704,0.81,3,127,0.6555,0.6555,0.7055,0.72105,0,0.6855,0.7255,0.7055,0.6755
5705,0.59,2,153,0.5645,0.5645,0.6145,0.536275,0,0.5945,0.5945,0.6145,0.5845
5706,0.9,5,260,0.76,0.76,0.81,0.836,0,0.86,0.83,0.81,0.84
5707,0.98,4,247,0.7995,0.7995,0.8495,0.87945,0,0.8995,0.8695,0.8495,0.8195
5708,0.56,3,250,0.565,0.565,0.615,0.53675,0,0.665,0.595,0.615,0.585
5709,0.86,4,136,0.714,0.714,0.764,0.7854,0,0.744,0.784,0.764,0.734
5710,0.82,3,210,0.755,0.755,0.805,0.8305,0,0.785,0.825,0.805,0.775
5711,0.94,4,183,0.8245,0.8245,0.8745,0.90695,0,0.8545,0.8945,0.8745,0.8445
5712,0.68,4,255,0.6375,0.6375,0.6875,0.70125,0,0.7375,0.6675,0.6875,0.6575
5713,0.81,5,109,0.6685,0.6685,0.7185,0.73535,0,0.6985,0.7385,0.7185,0.7485
5714,0.59,3,173,0.6145,0.6145,0.6645,0.67595,0,0.6445,0.6445,0.6645,0.6345
5715,0.54,4,266,0.551,0.551,0.601,0.52345,0,0.651,0.581,0.601,0.571
5716,0.77,5,257,0.6995,0.6995,0.7495,0.76945,0,0.7995,0.7695,0.7495,0.7795
5717,0.62,6,103,0.5845,0.5845,0.6345,0.555275,0,0.6145,0.6145,0.6345,0.6645
5718,0.58,5,105,0.5475,0.5475,0.5975,0.520125,0,0.5775,0.5775,0.5975,0.6275
5719,0.63,3,269,0.5715,0.5715,0.6215,0.542925,0,0.6715,0.6015,0.6215,0.5915
5720,0.78,4,154,0.701,0.701,0.751,0.7711,0,0.731,0.771,0.751,0.721
5721,0.82,5,232,0.762,0.762,0.812,0.8382,0,0.862,0.832,0.812,0.842
5722,0.73,3,215,0.7025,0.7025,0.7525,0.77275,0,0.7325,0.7725,0.7525,0.7225
5723,0.53,4,272,0.537,0.537,0.587,0.51015,0,0.637,0.567,0.587,0.557
5724,0.88,4,221,0.7885,0.7885,0.8385,0.86735,0,0.8885,0.8585,0.8385,0.8085
5725,0.65,4,200,0.705,0.705,0.755,0.7755,0,0.735,0.735,0.755,0.725
5726,0.57,5,254,0.604,0.604,0.654,0.6644,0,0.704,0.634,0.654,0.684
5727,0.93,5,187,0.8455,0.8455,0.8955,0.93005,0,0.8755,0.9155,0.8955,0.9255
5728,0.83,2,192,0.743,0.743,0.793,0.8173,0,0.773,0.813,0.793,0.763
5729,0.73,5,232,0.717,0.717,0.767,0.7887,0,0.817,0.787,0.767,0.797
5730,0.78,4,221,0.7385,0.7385,0.7885,0.81235,0,0.8385,0.8085,0.7885,0.7585
5731,0.9,3,233,0.7605,0.7605,0.8105,0.83655,0,0.8605,0.8305,0.8105,0.7805
5732,0.59,3,166,0.604,0.604,0.654,0.6644,0,0.634,0.634,0.654,0.624
5733,0.67,2,173,0.6345,0.6345,0.6845,0.69795,0,0.6645,0.6645,0.6845,0.6545
5734,0.59,4,184,0.651,0.651,0.701,0.7161,0,0.681,0.681,0.701,0.671
5735,0.53,4,257,0.5595,0.5595,0.6095,0.531525,0,0.6595,0.5895,0.6095,0.5795
5736,0.56,4,226,0.621,0.621,0.671,0.6831,0,0.721,0.651,0.671,0.641
5737,0.72,3,221,0.6885,0.6885,0.7385,0.75735,0,0.7885,0.7585,0.7385,0.7085
5738,0.81,2,205,0.7375,0.7375,0.7875,0.81125,0,0.7675,0.8075,0.7875,0.7575
5739,0.54,3,158,0.567,0.567,0.617,0.53865,0,0.597,0.597,0.617,0.587
5740,0.91,3,199,0.8135,0.8135,0.8635,0.89485,0,0.8435,0.8835,0.8635,0.8335
5741,0.51,3,192,0.603,0.603,0.653,0.6633,0,0.633,0.633,0.653,0.623
5742,0.59,4,190,0.66,0.66,0.71,0.726,0,0.69,0.69,0.71,0.68
5743,0.64,5,222,0.687,0.687,0.737,0.7557,0,0.787,0.717,0.737,0.767
5744,0.95,5,225,0.8375,0.8375,0.8875,0.92125,0,0.9375,0.9075,0.8875,0.9175
5745,0.75,3,274,0.624,0.624,0.674,0.6864,0,0.724,0.694,0.674,0.644
5746,0.44,3,197,0.5755,0.5755,0.6255,0.546725,0,0.6055,0.6055,0.6255,0.5955
5747,0.55,4,176,0.619,0.619,0.669,0.6809,0,0.649,0.649,0.669,0.639
5748,0.6,3,226,0.621,0.621,0.671,0.6831,0,0.721,0.651,0.671,0.641
5749,0.84,5,186,0.799,0.799,0.849,0.8789,0,0.829,0.869,0.849,0.879
5750,0.49,3,226,0.566,0.566,0.616,0.5377,0,0.666,0.596,0.616,0.586
5751,0.75,4,209,0.7415,0.7415,0.7915,0.81565,0,0.7715,0.8115,0.7915,0.7615
5752,0.35,5,182,0.548,0.548,0.598,0.5206,0,0.578,0.578,0.598,0.628
5753,0.68,3,232,0.652,0.652,0.702,0.7172,0,0.752,0.682,0.702,0.672
5754,0.52,2,286,0.471,0.471,0.521,0.44745,0,0.571,0.501,0.521,0.491
5755,0.78,3,177,0.7155,0.7155,0.7655,0.78705,0,0.7455,0.7855,0.7655,0.7355
5756,0.44,6,268,0.538,0.538,0.588,0.5111,0,0.638,0.568,0.588,0.618
5757,0.18,5,267,0.3895,0.3895,0.4395,0.370025,0,0.4895,0.4195,0.4395,0.4695
5758,0.37,4,211,0.5485,0.5485,0.5985,0.521075,0,0.5785,0.5785,0.5985,0.5685
5759,0.71,3,246,0.646,0.646,0.696,0.7106,0,0.746,0.716,0.696,0.666
5760,0.55,5,220,0.645,0.645,0.695,0.7095,0,0.675,0.675,0.695,0.725
5761,0.98,3,197,0.8455,0.8455,0.8955,0.93005,0,0.8755,0.9155,0.8955,0.8655
5762,0.88,3,188,0.782,0.782,0.832,0.8602,0,0.812,0.852,0.832,0.802
5763,0.79,5,212,0.777,0.777,0.827,0.8547,0,0.807,0.847,0.827,0.857
5764,0.96,3,230,0.795,0.795,0.845,0.8745,0,0.895,0.865,0.845,0.815
5765,0.3,6,178,0.537,0.537,0.587,0.51015,0,0.567,0.567,0.587,0.617
5766,0.59,4,226,0.636,0.636,0.686,0.6996,0,0.736,0.666,0.686,0.656
5767,0.72,4,202,0.737,0.737,0.787,0.8107,0,0.767,0.807,0.787,0.757
5768,0.59,4,191,0.6615,0.6615,0.7115,0.72765,0,0.6915,0.6915,0.7115,0.6815
5769,0.93,2,150,0.73,0.73,0.78,0.803,0,0.76,0.8,0.78,0.75
5770,0.49,5,235,0.5925,0.5925,0.6425,0.562875,0,0.6925,0.6225,0.6425,0.6725
5771,0.73,3,258,0.638,0.638,0.688,0.7018,0,0.738,0.708,0.688,0.658
5772,0.53,5,247,0.5945,0.5945,0.6445,0.564775,0,0.6945,0.6245,0.6445,0.6745
5773,0.77,6,271,0.6985,0.6985,0.7485,0.76835,0,0.7985,0.7685,0.7485,0.7785
5774,0.45,6,129,0.5385,0.5385,0.5885,0.511575,0,0.5685,0.5685,0.5885,0.6185
5775,0.95,5,246,0.806,0.806,0.856,0.8866,0,0.906,0.876,0.856,0.886
5776,0.86,5,157,0.7655,0.7655,0.8155,0.84205,0,0.7955,0.8355,0.8155,0.8455
5777,0.59,4,233,0.6255,0.6255,0.6755,0.68805,0,0.7255,0.6555,0.6755,0.6455
5778,0.95,4,153,0.7845,0.7845,0.8345,0.86295,0,0.8145,0.8545,0.8345,0.8045
5779,0.7,4,142,0.643,0.643,0.693,0.7073,0,0.673,0.673,0.693,0.663
5780,0.56,5,241,0.6185,0.6185,0.6685,0.68035,0,0.7185,0.6485,0.6685,0.6985
5781,0.5,3,186,0.589,0.589,0.639,0.55955,0,0.619,0.619,0.639,0.609
5782,0.76,4,154,0.691,0.691,0.741,0.7601,0,0.721,0.761,0.741,0.711
5783,0.85,5,263,0.7305,0.7305,0.7805,0.80355,0,0.8305,0.8005,0.7805,0.8105
5784,0.98,5,150,0.815,0.815,0.865,0.8965,0,0.845,0.885,0.865,0.895
5785,0.65,2,277,0.5495,0.5495,0.5995,0.522025,0,0.6495,0.5795,0.5995,0.5695
5786,0.44,4,240,0.54,0.54,0.59,0.513,0,0.64,0.57,0.59,0.56
5787,0.55,3,222,0.602,0.602,0.652,0.6622,0,0.702,0.632,0.652,0.622
5788,0.16,4,140,0.37,0.37,0.42,0.3515,0,0.4,0.4,0.42,0.39
5789,0.16,6,213,0.4805,0.4805,0.5305,0.456475,0,0.5105,0.5105,0.5305,0.5605
5790,0.75,4,272,0.647,0.647,0.697,0.7117,0,0.747,0.717,0.697,0.667
5791,0.59,4,261,0.5835,0.5835,0.6335,0.554325,0,0.6835,0.6135,0.6335,0.6035
5792,0.48,3,236,0.546,0.546,0.596,0.5187,0,0.646,0.576,0.596,0.566
5793,0.18,6,154,0.441,0.441,0.491,0.41895,0,0.471,0.471,0.491,0.521
5794,0.8,3,271,0.6535,0.6535,0.7035,0.71885,0,0.7535,0.7235,0.7035,0.6735
5795,0.8,3,154,0.691,0.691,0.741,0.7601,0,0.721,0.761,0.741,0.711
5796,0.15,4,207,0.4445,0.4445,0.4945,0.422275,0,0.4745,0.4745,0.4945,0.4645
5797,0.62,4,181,0.6615,0.6615,0.7115,0.72765,0,0.6915,0.6915,0.7115,0.6815
5798,0.21,6,165,0.4725,0.4725,0.5225,0.448875,0,0.5025,0.5025,0.5225,0.5525
5799,0.9,3,203,0.8055,0.8055,0.8555,0.88605,0,0.8355,0.8755,0.8555,0.8255
5800,0.51,4,197,0.6305,0.6305,0.6805,0.69355,0,0.6605,0.6605,0.6805,0.6505
5801,0.99,4,177,0.8405,0.8405,0.8905,0.92455,0,0.8705,0.9105,0.8905,0.8605
5802,0.71,4,273,0.6255,0.6255,0.6755,0.68805,0,0.7255,0.6955,0.6755,0.6455
5803,0.89,4,141,0.7365,0.7365,0.7865,0.81015,0,0.7665,0.8065,0.7865,0.7565
5804,0.74,4,158,0.687,0.687,0.737,0.7557,0,0.717,0.757,0.737,0.707
5805,0.84,3,243,0.7155,0.7155,0.7655,0.78705,0,0.8155,0.7855,0.7655,0.7355
5806,0.4,3,188,0.542,0.542,0.592,0.5149,0,0.572,0.572,0.592,0.562
5807,1,4,216,0.856,0.856,0.906,0.9416,0,0.886,0.926,0.906,0.876
5808,0.48,5,286,0.511,0.511,0.561,0.48545,0,0.611,0.541,0.561,0.591
5809,0.99,3,262,0.762,0.762,0.812,0.8382,0,0.862,0.832,0.812,0.782
5810,0.73,5,173,0.7245,0.7245,0.7745,0.79695,0,0.7545,0.7945,0.7745,0.8045
5811,0.84,3,247,0.7095,0.7095,0.7595,0.78045,0,0.8095,0.7795,0.7595,0.7295
5812,0.55,3,237,0.5795,0.5795,0.6295,0.550525,0,0.6795,0.6095,0.6295,0.5995
5813,0.44,5,119,0.4985,0.4985,0.5485,0.473575,0,0.5285,0.5285,0.5485,0.5785
5814,0.95,4,227,0.8145,0.8145,0.8645,0.89595,0,0.9145,0.8845,0.8645,0.8345
5815,0.76,4,195,0.7525,0.7525,0.8025,0.82775,0,0.7825,0.8225,0.8025,0.7725
5816,0.94,6,217,0.8645,0.8645,0.9145,0.95095,0,0.8945,0.9345,0.9145,0.9445
5817,0.85,4,267,0.7045,0.7045,0.7545,0.77495,0,0.8045,0.7745,0.7545,0.7245
5818,0.57,3,154,0.576,0.576,0.626,0.5472,0,0.606,0.606,0.626,0.596
5819,0.67,5,161,0.6765,0.6765,0.7265,0.74415,0,0.7065,0.7065,0.7265,0.7565
5820,0.7,3,179,0.6785,0.6785,0.7285,0.74635,0,0.7085,0.7085,0.7285,0.6985
5821,0.67,4,214,0.694,0.694,0.744,0.7634,0,0.724,0.724,0.744,0.714
5822,0.72,3,167,0.6705,0.6705,0.7205,0.73755,0,0.7005,0.7405,0.7205,0.6905
5823,0.71,6,203,0.7705,0.7705,0.8205,0.84755,0,0.8005,0.8405,0.8205,0.8505
5824,0.51,4,231,0.5885,0.5885,0.6385,0.559075,0,0.6885,0.6185,0.6385,0.6085
5825,0.98,4,263,0.7755,0.7755,0.8255,0.85305,0,0.8755,0.8455,0.8255,0.7955
5826,0.52,2,227,0.5595,0.5595,0.6095,0.531525,0,0.6595,0.5895,0.6095,0.5795
5827,0.21,4,235,0.4325,0.4325,0.4825,0.410875,0,0.5325,0.4625,0.4825,0.4525
5828,0.43,6,127,0.5255,0.5255,0.5755,0.499225,0,0.5555,0.5555,0.5755,0.6055
5829,0.91,4,158,0.772,0.772,0.822,0.8492,0,0.802,0.842,0.822,0.792
